group,scene,run_id,variant,iteration,lambda,feat_dim,mlp_quant,psnr,ssim,lpips,total_mb,anchors_trained,anchors_coded,metric_type,metric_value,notes,source,method_rank
dcca_lyh,,lyh_budget_depth_r052,DCCA MiniSplat depth,,,50,cd8_rest16,29.4752,0.8923,0.305,0.6752,,27055,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,,lyh_budget_depth_r092,DCCA MiniSplat depth,,,50,cd8_rest16,30.4913,0.9065,0.2672,1.5402,,71691,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,,lyh_budget_depth_r097,DCCA MiniSplat depth,,,50,cd8_rest16,30.7345,0.9093,0.2606,1.8884,,88412,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,,lyh_budget_full_r052,DCCA MiniSplat full,,,50,cd8_rest16,28.6549,0.8819,0.3255,0.4711,,16566,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,,lyh_budget_full_r092,DCCA MiniSplat full,,,50,cd8_rest16,30.4878,0.9063,0.2695,1.4177,,66172,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,,lyh_budget_full_r097,DCCA MiniSplat full,,,50,cd8_rest16,30.7222,0.9089,0.2619,1.8635,,88397,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,drjohnson,lyh_depth_drjohnson,DCCA MiniSplat depth,,,50,cd8_rest16,29.5017,0.9001,0.2816,2.0581,,92585,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,Mip-bicycle,lyh_depth_mip_bicycle,DCCA MiniSplat depth,,,50,cd8_rest16,24.2562,0.6652,0.3783,4.107,,184056,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,Mip-garden,lyh_depth_mip_garden,DCCA MiniSplat depth,,,50,cd8_rest16,26.2912,0.7816,0.2658,5.8915,,240200,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,Mip-stump,lyh_depth_mip_stump,DCCA MiniSplat depth,,,50,cd8_rest16,25.7786,0.7066,0.3776,2.8122,,101241,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,playroom,lyh_depth_playroom,DCCA MiniSplat depth,,,50,cd8_rest16,30.2713,0.9039,0.2763,1.255,,54947,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-train,lyh_depth_tandt_train,DCCA MiniSplat depth,,,50,cd8_rest16,22.2771,0.8096,0.276,3.4631,,132832,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-truck,lyh_depth_tandt_truck,DCCA MiniSplat depth,,,50,cd8_rest16,25.3796,0.868,0.2317,3.268,,144914,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,drjohnson,lyh_full_drjohnson,DCCA MiniSplat full,,,50,cd8_rest16,29.4136,0.8987,0.2845,1.912,,85846,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,Mip-bicycle,lyh_full_mip_bicycle,DCCA MiniSplat full,,,50,cd8_rest16,24.1711,0.6592,0.3836,3.6615,,161911,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,Mip-garden,lyh_full_mip_garden,DCCA MiniSplat full,,,50,cd8_rest16,26.1806,0.7767,0.2733,5.3655,,217735,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,Mip-stump,lyh_full_mip_stump,DCCA MiniSplat full,,,50,cd8_rest16,25.6645,0.7011,0.3858,2.4813,,89552,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,playroom,lyh_full_playroom,DCCA MiniSplat full,,,50,cd8_rest16,30.5244,0.9051,0.275,1.1899,,52648,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-train,lyh_full_tandt_train,DCCA MiniSplat full,,,50,cd8_rest16,22.1662,0.8042,0.2813,3.0734,,123619,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-truck,lyh_full_tandt_truck,DCCA MiniSplat full,,,50,cd8_rest16,25.388,0.8665,0.2357,3.0803,,136606,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,Mip-garden,lyh_p0_mip_garden_cell1,DCCA,,,50,cd8_rest16,26.3203,0.7813,0.266,5.8914,,240910,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-train,lyh_p0_tandt_train_cell1,DCCA,,,50,cd8_rest16,21.9187,0.807,0.276,3.3893,,133266,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-train,lyh_p0_tandt_train_cell2,DCCA,,,50,cd8_rest16,22.2468,0.809,0.277,3.3688,,133512,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-truck,lyh_p0_tandt_truck_cell1,DCCA,,,50,cd8_rest16,25.4027,0.8678,nan,3.2865,,140396,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-truck,lyh_p0_tandt_truck_cell2,DCCA,,,50,cd8_rest16,25.3353,0.8678,0.232,3.2974,,140239,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,drjohnson,lyh_seed2026_depth_drjohnson,DCCA MiniSplat depth,,,50,cd8_rest16,29.5918,0.901,0.2794,2.146,,98136,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,playroom,lyh_seed2026_depth_playroom,DCCA MiniSplat depth,,,50,cd8_rest16,30.4601,0.9053,0.2717,1.5807,,77039,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-train,lyh_seed2026_depth_tandt_train,DCCA MiniSplat depth,,,50,cd8_rest16,21.9228,0.8062,0.2777,3.4002,,135359,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,drjohnson,lyh_seed2026_drjohnson_cell2,DCCA,,,50,cd8_rest16,29.5386,0.9007,nan,2.151,,99527,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,drjohnson,lyh_seed2026_full_drjohnson,DCCA MiniSplat full,,,50,cd8_rest16,29.4556,0.8988,0.2838,1.9462,,90991,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,playroom,lyh_seed2026_full_playroom,DCCA MiniSplat full,,,50,cd8_rest16,30.2793,0.904,0.2742,1.3784,,66421,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,T&T-train,lyh_seed2026_full_tandt_train,DCCA MiniSplat full,,,50,cd8_rest16,21.959,0.8032,0.2823,3.1343,,126770,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,1-78,dcca_1-78_nospa_l0002,DCCA no-SPA,110000,0.002,50,cd8_rest16,28.8084,0.8956,0.1449,22.982,,716438,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,1-78,dcca_1-78_nospa_l0004,DCCA no-SPA,110000,0.004,50,cd8_rest16,28.4556,0.8855,0.1608,16.4421,,632225,render_metrics,,LYH run dir,lyh_runs,
dcca_lyh,1-78,dcca_1-78_nospa_l0005,DCCA no-SPA,110000,0.0005,50,cd8_rest16,29.2424,0.9056,0.1293,38.3277,,879300,render_metrics,,LYH run dir,lyh_runs,
baseline,1-78,hacpp_1-78_high_l0004,HAC++,30000,0.004,,float32,27.84064483642578,0.882947564125061,0.15973019738992056,20.0265,,,render_metrics,,official HAC++ run,hacpp,
baseline,1-78,hacpp_1-78_low_l0005,HAC++,30000,0.0005,,float32,28.677997589111328,0.9000715017318726,0.13955286502838135,40.5589,,,render_metrics,,official HAC++ run,hacpp,
baseline,1-78,hacpp_1-78_mid_l0002,HAC++,30000,0.002,,float32,28.210527420043945,0.8902544975280762,0.15140363777677218,26.2734,,,render_metrics,,official HAC++ run,hacpp,
dcca_lyh,1-78,lyh_178_baseline_110k,DCCA baseline,110000,0.004,50,cd8_rest16,27.5047,0.8645,0.1882,13.6696,,543572,render_metrics,,LYH run dir,lyh_runs,
